AP_Name,Année,Financement_annuel_USD,Superficie_ha,FIRE_total,FIRE_par_100ha_moy,lat,lng,Financement_par_ha_USD,FCL_pct_surface
AMBATOVAKY,2007,0.0,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,0.0,1.5302587746139127
AMBATOVAKY,2008,0.0,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,0.0,1.4172639083766265
AMBATOVAKY,2009,0.0,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,0.0,0.5834635849127029
AMBATOVAKY,2010,0.0,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,0.0,1.904396769728798
AMBATOVAKY,2011,0.0,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,0.0,0.8726768420047685
AMBATOVAKY,2012,0.0,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,0.0,1.4844328950092534
AMBATOVAKY,2013,0.0,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,0.0,0.8293550509611356
AMBATOVAKY,2014,129263625.0718896,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,1654.786213555522,1.7820678676983734
AMBATOVAKY,2015,193500712.8,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,2477.126195993087,0.25882190173112124
AMBATOVAKY,2016,328483913.0,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,4205.1323433399475,0.6675604390498886
AMBATOVAKY,2017,343306387.0,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,4394.884298790245,0.5588240815339319
AMBATOVAKY,2018,235999699.5,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,3021.182865006721,1.0975869342680067
AMBATOVAKY,2019,269759443.0,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,3453.362900851309,1.5259757884025773
AMBATOVAKY,2020,308170253.0,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,3945.084209178775,1.583136373829784
AMBATOVAKY,2021,245174990.584104,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,3138.6416256046086,0.9915226279819072
AMBATOVAKY,2022,392438886.0,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,5023.860794981758,1.5142164003695309
AMBATOVAKY,2023,409343718.0,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,5240.270345004161,1.8397317129345128
AMBATOVAKY,2024,626665300.0,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,8022.342699865583,1.246135529834463
AMBATOVAKY,2025,532818724.3212133,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,6820.952753263948,1.0776965499844633
AMBATOVAKY,2025,4014925652.2772074,78115.0,3108.0,0.1420981885663176,-16.738389727768748,49.144054042413345,51397.62724543567,1.9310436856296567
AMBOHIDRAY,2007,0.0,1244.0,30.0,0.0861276985986571,-18.598418209801228,48.303881010656426,0.0,0.730428328319761
AMBOHIDRAY,2008,0.0,1244.0,30.0,0.0861276985986571,-18.598418209801228,48.303881010656426,0.0,0.9185761183804867
